dataset,replicate,seed,method,round,epsilon,metric_name,metric_value
synthea,17,117,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.30506366580392175
synthea,17,117,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.3005818255637043
synthea,17,117,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.25865727676281214
synthea,17,117,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.21645515387570186
synthea,17,117,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.24563611420965564
synthea,17,117,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.3070754881762927
synthea,17,117,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.3210225124817081
synthea,17,117,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.31319379325863633
synthea,17,117,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.25865727676281214
synthea,17,117,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.2189272112691564
synthea,17,117,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.2363116608439579
synthea,17,117,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.2709847681757497
synthea,17,117,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.31013624350061686
synthea,17,117,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.30026158750895793
synthea,18,118,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.2504564493431275
synthea,18,118,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.22996043830303495
synthea,18,118,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.23708244466911654
synthea,18,118,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.24532724180896942
synthea,18,118,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.2430107521282456
synthea,18,118,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.2494560040276432
synthea,18,118,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.2504564493431275
synthea,18,118,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.23409835444329535
synthea,18,118,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.23782427235501064
synthea,18,118,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.2575659201752351
synthea,18,118,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.24869829365037804
synthea,18,118,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.26198409912460935
synthea,18,118,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.2504564493431275
synthea,18,118,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.23042037645236485
synthea,18,118,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.23795969000895761
synthea,18,118,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.24657377140651462
synthea,18,118,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.24411093893067567
synthea,18,118,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.2503798535848558
synthea,18,118,stable-local-fallback,0,0.0,patient_or_user_auprc,0.2504564493431275
synthea,18,118,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.22990488272682663
synthea,18,118,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.22919129990305354
synthea,18,118,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.23236250601485492
synthea,18,118,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.23625881473848676
synthea,18,118,stable-local-fallback,50,4.0,patient_or_user_auprc,0.23956055563456213
synthea,19,119,stable-local-fallback,0,0.0,patient_or_user_auprc,0.20118575702796535
synthea,19,119,stable-local-fallback,10,1.7096469091901927,patient_or_user_auprc,0.19489505111014704
synthea,19,119,stable-local-fallback,20,2.456862121625803,patient_or_user_auprc,0.20316600985579045
synthea,19,119,stable-local-fallback,30,3.0456862121625807,patient_or_user_auprc,0.20505241118340062
synthea,19,119,stable-local-fallback,40,3.5289407275705784,patient_or_user_auprc,0.2098973897009097
synthea,19,119,stable-local-fallback,50,4.0,patient_or_user_auprc,0.21079899966170804
synthea,19,119,naive-recalibrated-2c,0,0.0,patient_or_user_auprc,0.20118575702796535
synthea,19,119,naive-recalibrated-2c,10,1.7096469091901927,patient_or_user_auprc,0.1994662567942615
synthea,19,119,naive-recalibrated-2c,20,2.456862121625803,patient_or_user_auprc,0.22686657551028078
synthea,19,119,naive-recalibrated-2c,30,3.0456862121625807,patient_or_user_auprc,0.24479927405868868
synthea,19,119,naive-recalibrated-2c,40,3.5289407275705784,patient_or_user_auprc,0.25258647488626007
synthea,19,119,naive-recalibrated-2c,50,4.0,patient_or_user_auprc,0.24446704810199593
synthea,19,119,handle-only-drop-residual,0,0.0,patient_or_user_auprc,0.20118575702796535
synthea,19,119,handle-only-drop-residual,10,1.7096469091901927,patient_or_user_auprc,0.19831092448930665
synthea,19,119,handle-only-drop-residual,20,2.456862121625803,patient_or_user_auprc,0.21423090297428454
synthea,19,119,handle-only-drop-residual,30,3.0456862121625807,patient_or_user_auprc,0.22191014338899184
synthea,19,119,handle-only-drop-residual,40,3.5289407275705784,patient_or_user_auprc,0.2247815087870682
synthea,19,119,handle-only-drop-residual,50,4.0,patient_or_user_auprc,0.22568974421732368
synthea,19,119,unitscope-lambda-sweep,0,0.0,patient_or_user_auprc,0.20118575702796535
synthea,19,119,unitscope-lambda-sweep,10,1.7096469091901927,patient_or_user_auprc,0.19756951071748288
synthea,19,119,unitscope-lambda-sweep,20,2.456862121625803,patient_or_user_auprc,0.21090526935993628
synthea,19,119,unitscope-lambda-sweep,30,3.0456862121625807,patient_or_user_auprc,0.21736742210935145
synthea,19,119,unitscope-lambda-sweep,40,3.5289407275705784,patient_or_user_auprc,0.22135219957455665
synthea,19,119,unitscope-lambda-sweep,50,4.0,patient_or_user_auprc,0.22153726727224393
