threshold,K,entity_id,deleted_atoms,touched_original_components,touched_original_nodes,deleted_group_tags,inserted_group_tags,d_w_empirical,changed_surviving_nodes
0.72,2,1959,4,1,4,4,0,4,0
0.72,2,841,1,1,1,1,0,1,0
0.72,2,1972,3,1,3,3,0,3,0
0.72,2,319,1,1,1,1,0,1,0
0.72,2,1182,4,1,4,4,0,4,0
0.72,2,567,5,1,5,5,0,5,0
0.72,2,483,6,1,6,6,0,6,0
0.72,2,678,2,1,2,1,0,1,0
0.72,2,1401,2,1,5,2,0,2,0
0.72,2,320,4,1,4,4,0,4,0
0.72,2,1931,5,1,5,5,0,5,0
0.72,2,868,1,1,1,1,0,1,0
0.72,2,977,6,1,6,6,0,6,0
0.72,2,1097,5,1,6,5,0,5,0
0.72,2,1040,4,1,4,4,0,4,0
0.72,2,1159,1,1,1,1,0,1,0
0.72,2,943,5,1,5,5,0,5,0
0.72,2,194,4,1,4,4,0,4,0
0.72,2,1430,2,1,2,1,0,1,0
0.72,2,693,3,1,3,3,0,3,0
0.72,2,700,5,1,5,5,0,5,0
0.72,2,1526,1,1,1,1,0,1,0
0.72,2,1553,1,1,1,1,0,1,0
0.72,2,291,1,1,1,1,0,1,0
0.72,2,1054,2,1,2,1,0,1,0
0.72,2,1980,5,1,5,5,0,5,0
0.72,2,965,2,1,2,1,0,1,0
0.72,2,145,2,1,2,1,0,1,0
0.72,2,21,4,1,4,4,0,4,0
0.72,2,86,4,1,4,4,0,4,0
0.72,2,583,3,1,3,3,0,3,0
0.72,2,1918,6,1,6,6,0,6,0
0.72,2,1581,3,1,3,3,0,3,0
0.72,2,1928,1,1,1,1,0,1,0
0.72,2,1499,6,1,6,6,0,6,0
0.72,2,1011,4,1,4,4,0,4,0
0.72,2,385,3,1,3,3,0,3,0
0.72,2,944,6,1,6,6,0,6,0
0.72,2,1825,2,1,2,1,0,1,0
0.72,2,1850,6,1,8,8,1,9,2
0.72,2,1604,4,1,12,4,0,4,0
0.72,2,619,6,2,6,6,0,6,0
0.72,2,1398,1,1,1,1,0,1,0
0.72,2,1783,1,1,1,1,0,1,0
0.72,2,70,3,1,3,3,0,3,0
0.72,2,1550,2,1,2,1,0,1,0
0.72,2,153,5,1,5,5,0,5,0
0.72,2,847,6,1,6,6,0,6,0
0.72,2,323,2,1,2,1,0,1,0
0.72,2,1621,5,1,5,5,0,5,0
0.72,2,631,4,1,4,4,0,4,0
0.72,2,985,6,1,6,6,0,6,0
0.72,2,1436,1,1,1,1,0,1,0
0.72,2,584,5,1,5,5,0,5,0
0.72,2,1772,4,1,12,4,0,4,0
0.72,2,433,5,1,5,5,0,5,0
0.72,2,627,2,1,2,1,0,1,0
0.72,2,1894,4,1,4,4,0,4,0
0.72,2,76,1,1,7,1,0,1,0
0.72,2,1771,1,1,1,1,0,1,0
0.72,2,1623,5,1,5,5,0,5,0
0.72,2,1216,4,1,4,4,0,4,0
0.72,2,1647,1,1,1,1,0,1,0
0.72,2,1029,6,1,6,6,0,6,0
0.72,2,230,3,1,3,3,0,3,0
0.72,2,687,1,1,1,1,0,1,0
0.72,2,1297,1,1,1,1,0,1,0
0.72,2,1164,4,1,4,4,0,4,0
0.72,2,275,1,1,1,1,0,1,0
0.72,2,474,1,1,1,1,0,1,0
0.72,2,887,2,1,2,1,0,1,0
0.72,2,1298,6,1,6,6,0,6,0
0.72,2,657,2,1,2,1,0,1,0
0.72,2,974,1,1,1,1,0,1,0
0.72,2,532,6,1,6,6,0,6,0
0.72,2,1255,2,1,2,1,0,1,0
0.72,2,967,4,1,4,4,0,4,0
0.72,2,1144,1,1,12,1,0,1,0
0.72,2,1975,5,1,5,5,0,5,0
0.72,2,81,2,1,2,1,0,1,0
0.72,2,991,3,1,3,3,0,3,0
0.72,2,801,5,1,5,5,0,5,0
0.72,2,683,3,1,3,3,0,3,0
0.72,2,826,5,1,5,5,0,5,0
0.72,2,744,1,1,1,1,0,1,0
0.72,2,655,6,1,6,6,0,6,0
0.72,2,1497,2,1,2,1,0,1,0
0.72,2,197,6,1,6,6,0,6,0
0.72,2,1036,3,1,3,3,0,3,0
0.72,2,559,5,1,5,5,0,5,0
0.72,2,348,6,1,6,6,0,6,0
0.72,2,1048,4,1,5,4,0,4,0
0.72,2,161,6,1,6,6,0,6,0
0.72,2,1502,4,1,4,4,0,4,0
0.72,2,1655,3,1,3,3,0,3,0
0.72,2,1460,4,1,4,4,0,4,0
0.72,2,764,4,1,4,4,0,4,0
0.72,2,711,6,1,6,6,0,6,0
0.72,2,1760,5,1,5,5,0,5,0
0.72,2,1571,3,1,3,3,0,3,0
0.72,2,957,3,1,3,3,0,3,0
0.72,2,432,5,1,5,5,0,5,0
0.72,2,1855,5,1,5,5,0,5,0
0.72,2,393,1,1,1,1,0,1,0
0.72,2,788,6,1,6,6,0,6,0
0.72,2,482,6,1,6,6,0,6,0
0.72,2,1230,3,1,3,3,0,3,0
0.72,2,1863,1,1,1,1,0,1,0
0.72,2,338,1,1,1,1,0,1,0
0.72,2,1482,1,1,1,1,0,1,0
0.72,2,981,6,1,6,6,0,6,0
0.72,2,231,3,1,3,3,0,3,0
0.72,2,572,2,1,2,1,0,1,0
0.72,2,614,1,1,1,1,0,1,0
0.72,2,1585,2,1,2,1,0,1,0
0.72,2,524,6,1,6,6,0,6,0
0.72,2,272,3,1,3,3,0,3,0
0.72,2,1672,5,1,5,5,0,5,0
0.72,2,570,1,1,1,1,0,1,0
0.72,2,1280,5,1,5,5,0,5,0
0.72,2,1115,3,1,12,3,0,3,0
0.72,2,1562,2,1,2,1,0,1,0
0.72,2,1287,1,1,1,1,0,1,0
0.72,2,1801,3,1,3,3,0,3,0
0.72,2,672,2,1,2,1,0,1,0
0.72,2,1797,3,1,3,3,0,3,0
0.72,2,1949,3,1,3,3,0,3,0
0.72,2,945,4,2,4,4,0,4,0
0.72,2,344,1,1,1,1,0,1,0
0.72,2,557,3,1,3,3,0,3,0
0.72,2,1373,1,1,1,1,0,1,0
0.72,2,1721,5,1,5,5,0,5,0
0.72,2,329,3,1,3,3,0,3,0
0.72,2,1979,1,1,1,1,0,1,0
0.72,2,511,6,1,12,6,0,6,0
0.72,2,49,3,1,4,3,0,3,0
0.72,2,1948,2,1,2,1,0,1,0
0.72,2,1281,2,1,2,1,0,1,0
0.72,2,1024,1,1,1,1,0,1,0
0.72,2,1359,1,1,1,1,0,1,0
0.72,2,228,2,1,2,1,0,1,0
0.72,2,1357,2,1,2,1,0,1,0
0.72,2,503,6,1,6,6,0,6,0
0.72,2,1469,5,1,5,5,0,5,0
0.72,2,1394,2,1,2,1,0,1,0
0.72,2,1904,6,1,6,6,0,6,0
0.72,2,662,6,1,6,6,0,6,0
0.72,2,127,1,1,1,1,0,1,0
0.72,2,120,1,1,1,1,0,1,0
0.72,2,83,2,1,2,1,0,1,0
0.72,2,759,1,1,1,1,0,1,0
0.72,2,169,4,1,4,4,0,4,0
0.72,2,522,1,1,1,1,0,1,0
0.72,2,478,2,1,2,1,0,1,0
0.72,2,827,1,1,1,1,0,1,0
0.72,2,1686,4,1,4,4,0,4,0
0.72,2,921,5,1,5,5,0,5,0
0.72,2,1969,5,1,5,5,0,5,0
0.72,2,1129,1,1,1,1,0,1,0
0.72,2,1290,4,1,4,4,0,4,0
0.72,2,1152,6,1,12,6,0,6,0
0.72,2,1506,3,1,3,3,0,3,0
0.72,2,514,1,1,1,1,0,1,0
0.72,2,1726,3,1,3,3,0,3,0
0.72,2,24,2,1,2,1,0,1,0
0.72,2,1827,1,1,1,1,0,1,0
0.72,2,175,4,1,4,4,0,4,0
0.72,2,1740,4,1,4,4,0,4,0
0.72,2,1004,4,1,4,4,0,4,0
0.72,2,1047,3,1,5,5,1,6,2
0.72,2,1515,3,1,3,3,0,3,0
0.72,2,505,3,1,6,3,0,3,0
0.72,2,530,3,1,3,3,0,3,0
0.72,2,1517,6,1,6,6,0,6,0
0.72,2,42,1,1,1,1,0,1,0
0.72,2,539,6,1,6,6,0,6,0
0.72,2,595,6,1,6,6,0,6,0
0.72,2,1471,1,1,1,1,0,1,0
0.72,2,577,4,1,4,4,0,4,0
0.72,2,823,2,1,2,1,0,1,0
0.72,2,635,4,1,4,4,0,4,0
0.72,2,1061,3,1,3,3,0,3,0
0.72,2,1364,6,1,6,6,0,6,0
0.72,2,1473,5,1,5,5,0,5,0
0.72,2,1001,2,1,2,1,0,1,0
0.72,2,1995,3,1,3,3,0,3,0
0.72,2,1132,2,1,2,1,0,1,0
0.72,2,374,6,1,6,6,0,6,0
0.72,2,1039,2,1,2,1,0,1,0
0.72,2,1444,5,1,5,5,0,5,0
0.72,2,370,1,1,5,1,0,1,0
0.72,2,56,5,1,5,5,0,5,0
0.72,2,79,3,1,3,3,0,3,0
0.72,2,1277,5,1,5,5,0,5,0
0.72,2,373,4,1,4,4,0,4,0
0.72,2,1009,4,2,4,4,0,4,0
0.72,2,1692,4,1,4,4,0,4,0
0.72,2,765,4,1,4,4,0,4,0
0.72,2,1027,1,1,1,1,0,1,0
0.72,2,1175,6,1,6,6,0,6,0
0.72,2,1457,3,1,4,3,0,3,0
0.72,2,1873,1,1,1,1,0,1,0
0.72,2,434,1,1,1,1,0,1,0
0.72,2,962,4,1,4,4,0,4,0
0.72,2,202,6,2,6,6,0,6,0
0.72,2,481,3,1,3,3,0,3,0
0.72,2,833,2,1,2,1,0,1,0
0.72,2,632,2,1,2,1,0,1,0
0.72,2,624,5,1,5,5,0,5,0
0.72,2,1365,3,1,3,3,0,3,0
0.72,2,1546,2,1,2,1,0,1,0
0.72,2,1632,3,1,6,3,0,3,0
0.72,2,919,3,1,3,3,0,3,0
0.72,2,1824,1,1,1,1,0,1,0
0.72,2,639,3,1,3,3,0,3,0
0.72,2,371,3,1,3,3,0,3,0
0.72,2,260,6,1,6,6,0,6,0
0.72,2,1227,2,1,2,1,0,1,0
0.72,2,716,3,1,3,3,0,3,0
0.72,2,1588,2,1,2,1,0,1,0
0.72,2,954,6,1,6,6,0,6,0
0.72,2,959,6,1,6,6,0,6,0
0.72,2,278,6,1,6,6,0,6,0
0.72,2,1218,2,1,2,1,0,1,0
0.72,2,968,2,1,2,1,0,1,0
0.72,2,1424,2,1,2,1,0,1,0
0.72,2,555,1,1,1,1,0,1,0
0.72,2,1523,4,1,4,4,0,4,0
0.72,2,255,4,1,4,4,0,4,0
0.72,2,812,1,1,1,1,0,1,0
0.72,2,66,4,1,4,4,0,4,0
0.72,2,1773,3,1,3,3,0,3,0
0.72,2,707,6,1,6,6,0,6,0
0.72,2,1080,4,1,4,4,0,4,0
0.72,2,232,1,1,1,1,0,1,0
0.72,2,720,3,1,3,3,0,3,0
0.72,2,37,6,1,6,6,0,6,0
0.72,2,199,2,1,5,2,0,2,0
0.72,2,309,1,1,1,1,0,1,0
0.72,2,1674,3,1,3,3,0,3,0
0.72,2,176,5,1,5,5,0,5,0
0.72,2,615,6,1,6,6,0,6,0
0.72,2,1379,6,1,6,6,0,6,0
0.72,2,12,6,1,12,6,0,6,0
0.72,2,1602,3,1,3,3,0,3,0
0.72,2,1758,3,1,3,3,0,3,0
0.72,2,236,4,2,4,4,0,4,0
0.72,2,1114,5,1,5,5,0,5,0
0.72,2,1994,1,1,1,1,0,1,0
0.72,2,1890,4,1,7,4,0,4,0
0.72,2,426,4,1,4,4,0,4,0
0.72,2,992,3,1,3,3,0,3,0
0.72,2,114,1,1,1,1,0,1,0
0.72,2,293,4,1,4,4,0,4,0
0.72,2,259,1,1,1,1,0,1,0
0.72,2,1279,1,1,2,1,1,2,1
0.72,2,1286,4,1,5,4,0,4,0
0.72,2,1421,2,1,2,1,0,1,0
0.72,2,296,4,1,4,4,0,4,0
0.72,2,91,5,1,5,5,0,5,0
0.72,2,1275,4,1,4,4,0,4,0
0.72,2,1584,5,1,5,5,0,5,0
0.72,2,1123,1,1,1,1,0,1,0
0.72,2,1670,6,1,6,6,0,6,0
0.72,2,1761,2,1,2,1,0,1,0
0.72,2,623,5,1,5,5,0,5,0
0.72,2,848,3,1,3,3,0,3,0
0.72,2,1251,1,1,1,1,0,1,0
0.72,2,116,1,1,1,1,0,1,0
0.72,2,531,3,1,3,3,0,3,0
0.72,2,547,1,1,1,1,0,1,0
0.72,2,1784,1,1,1,1,0,1,0
0.72,2,785,6,1,6,6,0,6,0
0.72,2,861,1,1,1,1,0,1,0
0.72,2,1520,1,1,1,1,0,1,0
0.72,2,1072,5,1,5,5,0,5,0
0.72,2,440,1,1,1,1,0,1,0
0.72,2,103,2,1,2,1,0,1,0
0.72,2,1718,2,1,2,1,0,1,0
0.72,2,1285,1,1,1,1,0,1,0
0.72,2,914,1,1,1,1,0,1,0
0.72,2,802,1,1,1,1,0,1,0
0.72,2,398,1,1,1,1,0,1,0
0.72,2,1782,4,1,4,4,0,4,0
0.72,2,29,6,1,6,6,0,6,0
0.72,2,276,1,1,1,1,0,1,0
0.72,2,326,1,1,1,1,0,1,0
0.72,2,1302,4,1,4,4,0,4,0
