dataset,replicate,seed,method,metric_name,metric_value,residual_norm_share,residual_clip_saturation_rate,residual_only_subgroup_metric,residual_only_subgroup_people,residual_only_subgroup_records,effective_record_utilization,partial_handle_record_fraction,residual_record_fraction,residual_clip_fraction,clip_fraction,noise_multiplier,epsilon,delta,rounds,run_id,config_hash,manifest_hash
synthea,8,108,unitscope-lambda-sweep,patient_or_user_auprc,0.18410995501548447,0.2173603935154721,1.0,0.1724679013749717,767,1662,1.0,0.4057421875,0.5942578125,0.9999999988079071,0.7113813292980194,9.214933748786253,4.0,1e-05,,474a1814710f28bae7db5bfce1e9046ff000a01c74d5749b9786d6e6b94624b2,d7dba20087ac3ab604287db08b28c670d4ee8bb2466d81297ac206b4ad0ecac4,b3c15897575d5b46194367f2cb30cd58391fcfc3312c20486f7324cdafb32dd5
synthea,8,108,naive-recalibrated-2c,patient_or_user_auprc,0.2184961232656347,0.5112183787035853,0.6922076044527975,0.21422425882233387,767,1662,1.0,0.4057421875,0.5942578125,0.692541823387146,0.5214424467086792,9.214933748786253,4.0,1e-05,,e07b05865dbf0f7758f46124983beb90807391c351af58641a5fe7bcb4482c90,d7dba20087ac3ab604287db08b28c670d4ee8bb2466d81297ac206b4ad0ecac4,b3c15897575d5b46194367f2cb30cd58391fcfc3312c20486f7324cdafb32dd5
synthea,8,108,handle-only-drop-residual,patient_or_user_auprc,0.18865189796807502,0.0,,0.176906503440535,767,1662,0.4057421875,0.4057421875,0.0,0.0,0.27269270360469816,9.214933748786253,4.0,1e-05,,feeab735ca4a7fe2d92523ef3cf8e3207f360623293289c68e30a072f96187e2,d7dba20087ac3ab604287db08b28c670d4ee8bb2466d81297ac206b4ad0ecac4,b3c15897575d5b46194367f2cb30cd58391fcfc3312c20486f7324cdafb32dd5
synthea,9,109,handle-only-drop-residual,patient_or_user_auprc,0.31274439053994385,0.0,,0.28058608035233756,778,1698,0.4003125,0.4003125,0.0,0.0,0.26786390036344526,9.214933748786253,4.0,1e-05,,1b2ea1d1c94eebc1efa41c8382f27b55fc4a5be44ba31dcf63e2a6f5953519ef,7d41151eef84939f6a51304b16c572474a0f3ad7a8a7e952608dad658b907708,a75a2377a35b10099e8aa7c92c2dc913f878f54009a61762d6e922424651db54
synthea,9,109,unitscope-lambda-sweep,patient_or_user_auprc,0.3118362868417796,0.1933043324894674,1.0,0.28022965132540756,778,1698,1.0,0.4003125,0.5996875,0.9999999976158143,0.7117132604122162,9.214933748786253,4.0,1e-05,,5c4b35bbdee5f316558af80a5d28dd97b6b24277f665ebdda54111f3a473f98f,7d41151eef84939f6a51304b16c572474a0f3ad7a8a7e952608dad658b907708,a75a2377a35b10099e8aa7c92c2dc913f878f54009a61762d6e922424651db54
synthea,9,109,stable-local-fallback,patient_or_user_auprc,0.289666846026418,1.0,0.5466806337567107,0.26732734581470263,778,1698,1.0,0.0,1.0,0.5462024372816086,0.5462024372816086,9.214933748786253,4.0,1e-05,,6b83ddddbdeb43a7f3a4c3acb9b0dd724708d5dc14fee904ec3f36f16432f90f,7d41151eef84939f6a51304b16c572474a0f3ad7a8a7e952608dad658b907708,a75a2377a35b10099e8aa7c92c2dc913f878f54009a61762d6e922424651db54
synthea,9,109,naive-recalibrated-2c,patient_or_user_auprc,0.32073219971513417,0.5592578256466861,0.7944005743000718,0.29295918415605493,778,1698,1.0,0.4003125,0.5996875,0.7946504670381546,0.58110287129879,9.214933748786253,4.0,1e-05,,c62c1e92c893c33ad3a95f6d73096e2cef927d11e64a676847b83e5376b73fcd,7d41151eef84939f6a51304b16c572474a0f3ad7a8a7e952608dad658b907708,a75a2377a35b10099e8aa7c92c2dc913f878f54009a61762d6e922424651db54
synthea,10,110,unitscope-lambda-sweep,patient_or_user_auprc,0.2865078699555262,0.18289562245436064,1.0,0.2967563593037508,778,1699,1.0,0.4090234375,0.5909765625,0.9999999976158143,0.7101538753509522,9.214933748786253,4.0,1e-05,,274c3b0627beed56fb9f7931aaa2339e1d4c6a7e611390f54500d1e1761c6bac,4e9b93b1a2d3bdd2b1a72e08d771d232f0abe9448773f9afb1ce0b3a5703befe,24932d88d78d38dc33595449758684ce221fa900f2fb432929f44556cd247b03
synthea,10,110,stable-local-fallback,patient_or_user_auprc,0.23765110245270837,1.0,0.5597657595590768,0.2369510491677963,778,1699,1.0,0.0,1.0,0.5599715736508369,0.5599715736508369,9.214933748786253,4.0,1e-05,,4106abea6752e3087fcb25b527fb7d5a44458054c95b69dada105a6f3d5c5061,4e9b93b1a2d3bdd2b1a72e08d771d232f0abe9448773f9afb1ce0b3a5703befe,24932d88d78d38dc33595449758684ce221fa900f2fb432929f44556cd247b03
synthea,10,110,naive-recalibrated-2c,patient_or_user_auprc,0.31392395160899594,0.5672385625568817,0.8234030363792609,0.32762254437555416,778,1699,1.0,0.4090234375,0.5909765625,0.8236444538831711,0.5981754177808761,9.214933748786253,4.0,1e-05,,6d99f737410eff5099cc07cefe095fb54202774effcf3de70f9c48ad7c78334f,4e9b93b1a2d3bdd2b1a72e08d771d232f0abe9448773f9afb1ce0b3a5703befe,24932d88d78d38dc33595449758684ce221fa900f2fb432929f44556cd247b03
synthea,10,110,handle-only-drop-residual,patient_or_user_auprc,0.29136944961460565,0.0,,0.3033708756755839,778,1699,0.4090234375,0.4090234375,0.0,0.0,0.27106567710638046,9.214933748786253,4.0,1e-05,,817c6419fbaac1d66570f9474046bd478d049f0994f21808b62451884f491751,4e9b93b1a2d3bdd2b1a72e08d771d232f0abe9448773f9afb1ce0b3a5703befe,24932d88d78d38dc33595449758684ce221fa900f2fb432929f44556cd247b03
synthea,11,111,unitscope-lambda-sweep,patient_or_user_auprc,0.24297435630387978,0.20409540877997448,1.0,0.26055009268898954,769,1575,1.0,0.399140625,0.600859375,0.9999999976158143,0.7104013299942017,9.214933748786253,4.0,1e-05,,4866643d6a0495a93385296559ad5fcd6ff956d848ac6d28f2e84ff891d766dd,ca2b6fdb117daa9047ee5cd03f48d9ac6ff041c9ff5016dbc3b8817e3f9cee51,d8bf46d63f8366775b23e15997db23d289072329161a953d5d5eb855638751a6
synthea,11,111,naive-recalibrated-2c,patient_or_user_auprc,0.19878295470942509,0.5287384487435831,0.7581884057971015,0.21911645342209096,769,1575,1.0,0.399140625,0.600859375,0.7601762861013412,0.5596080940961837,9.214933748786253,4.0,1e-05,,66c3921605b29238ea4187fd742fa597a511d26cd2b926701185b7759ed64f2d,ca2b6fdb117daa9047ee5cd03f48d9ac6ff041c9ff5016dbc3b8817e3f9cee51,d8bf46d63f8366775b23e15997db23d289072329161a953d5d5eb855638751a6
synthea,11,111,handle-only-drop-residual,patient_or_user_auprc,0.250584722272905,0.0,,0.2679537117594797,769,1575,0.399140625,0.399140625,0.0,0.0,0.2694262519478798,9.214933748786253,4.0,1e-05,,b86521ed8d77289836601c890ba645bc2aea54073b631fefceedcaa66830c266,ca2b6fdb117daa9047ee5cd03f48d9ac6ff041c9ff5016dbc3b8817e3f9cee51,d8bf46d63f8366775b23e15997db23d289072329161a953d5d5eb855638751a6
synthea,11,111,stable-local-fallback,patient_or_user_auprc,0.19733652859218917,1.0,0.5378871074017132,0.21367270993470572,769,1575,1.0,0.0,1.0,0.538991582095623,0.538991582095623,9.214933748786253,4.0,1e-05,,f787ed7e2425eb03d1006831bb2e90c072f595782e078c0ebdd9579e7cffd05e,ca2b6fdb117daa9047ee5cd03f48d9ac6ff041c9ff5016dbc3b8817e3f9cee51,d8bf46d63f8366775b23e15997db23d289072329161a953d5d5eb855638751a6
synthea,12,112,naive-recalibrated-2c,patient_or_user_auprc,0.22606491585572458,0.577655303543673,0.8710343809945403,0.21976017646825816,786,1624,1.0,0.4081640625,0.5918359375,0.8707992780208588,0.6326374465227127,9.214933748786253,4.0,1e-05,,0491e2d01ca9669536559916b5bd882128538494ac3ce085aba916c844fb8491,2e46805575e80aad7e6ee7afbdf99bd3dc25d7d71303eeb3f21bd604b1572466,ed57c1259ca0423412be45f54d027575bb3edd44e9df9a2e9bcee778b48ec9ff
synthea,12,112,unitscope-lambda-sweep,patient_or_user_auprc,0.22503632987102887,0.18468450116301638,1.0,0.21339701925130738,786,1624,1.0,0.4081640625,0.5918359375,0.9999999988079071,0.7200564074516297,9.214933748786253,4.0,1e-05,,17be324aa8f50c5c87cf049f319be15681c3d981fd025aa86ffabcabadf510c3,2e46805575e80aad7e6ee7afbdf99bd3dc25d7d71303eeb3f21bd604b1572466,ed57c1259ca0423412be45f54d027575bb3edd44e9df9a2e9bcee778b48ec9ff
synthea,12,112,handle-only-drop-residual,patient_or_user_auprc,0.22706610600736105,0.0,,0.21395646845801375,786,1624,0.4081640625,0.4081640625,0.0,0.0,0.29588227689266206,9.214933748786253,4.0,1e-05,,999cc93802473c51ab3c81341c543cb163a510b6393b3f3a53cb8f72464b9b4a,2e46805575e80aad7e6ee7afbdf99bd3dc25d7d71303eeb3f21bd604b1572466,ed57c1259ca0423412be45f54d027575bb3edd44e9df9a2e9bcee778b48ec9ff
synthea,12,112,stable-local-fallback,patient_or_user_auprc,0.20665344781184508,1.0,0.599473871945782,0.202417131187622,786,1624,1.0,0.0,1.0,0.5983662700653076,0.5983662700653076,9.214933748786253,4.0,1e-05,,a36fce5b19870bc916864ce6101b6f8457435d3e8001ee33dfa8ad8afb5efb78,2e46805575e80aad7e6ee7afbdf99bd3dc25d7d71303eeb3f21bd604b1572466,ed57c1259ca0423412be45f54d027575bb3edd44e9df9a2e9bcee778b48ec9ff
synthea,13,113,stable-local-fallback,patient_or_user_auprc,0.18494125639158976,1.0,0.5219816417058281,0.19398264811346813,792,1647,1.0,0.0,1.0,0.522488622367382,0.522488622367382,9.214933748786253,4.0,1e-05,,0c559fa865cb3e6fff51e9b0a8e6256acbbb664701ed5ad7531935ec7ae44529,ba7155f20d6ec4427ad6056024a123deaca25147691d99cdf50401ea2e8134cd,88744aa79fc667d04f6e2891f3f695823a1ba933929bf4aaeb77b427ec6c2525
synthea,13,113,unitscope-lambda-sweep,patient_or_user_auprc,0.2342317601813482,0.20290820322313574,1.0,0.24045097186249303,792,1647,1.0,0.412421875,0.587578125,0.9999999988079071,0.709118605852127,9.214933748786253,4.0,1e-05,,2beb48b87330a50ee4d3d47e5dbde0c77fe60a53b41945905b3e565d95b99eb1,ba7155f20d6ec4427ad6056024a123deaca25147691d99cdf50401ea2e8134cd,88744aa79fc667d04f6e2891f3f695823a1ba933929bf4aaeb77b427ec6c2525
synthea,13,113,handle-only-drop-residual,patient_or_user_auprc,0.24287644998046737,0.0,,0.25119110036478975,792,1647,0.412421875,0.412421875,0.0,0.0,0.27549511939287186,9.214933748786253,4.0,1e-05,,d6d09e4f9dcf8e7cbd2fba5fa9bed7abaf701b963ddc61a821bbccee6c4e3055,ba7155f20d6ec4427ad6056024a123deaca25147691d99cdf50401ea2e8134cd,88744aa79fc667d04f6e2891f3f695823a1ba933929bf4aaeb77b427ec6c2525
synthea,13,113,naive-recalibrated-2c,patient_or_user_auprc,0.2623397537683245,0.506533246183493,0.7768697555636629,0.27030631829801016,792,1647,1.0,0.412421875,0.587578125,0.7794278234243393,0.5698892396688461,9.214933748786253,4.0,1e-05,,db2acfb63b1abac8b85fd9e9ae0c55055775ea67006ffe46cdae7e8bacbc6db2,ba7155f20d6ec4427ad6056024a123deaca25147691d99cdf50401ea2e8134cd,88744aa79fc667d04f6e2891f3f695823a1ba933929bf4aaeb77b427ec6c2525
synthea,14,114,stable-local-fallback,patient_or_user_auprc,0.21030745233044157,1.0,0.6390771002169966,0.23769947507717926,787,1725,1.0,0.0,1.0,0.6379980039596558,0.6379980039596558,9.214933748786253,4.0,1e-05,,684b898d6ec7fefcc43a151b42d1d273f9f313815fa5018d87972ff2da4e7604,9a32f3eaadfd954582a72671fd52c03ff2685988962942399857fcefadfe2e0d,464bb9ca9aa286dfdbcf24fb207cd8b4526661abf0f88ea4be9c017bbd76cb8f
synthea,14,114,naive-recalibrated-2c,patient_or_user_auprc,0.23906559518869255,0.5697697399285986,0.8762064931266452,0.25351125627002696,787,1725,1.0,0.4080078125,0.5919921875,0.8757257044315339,0.6286121994256973,9.214933748786253,4.0,1e-05,,7c33b6002a45da2d18377bd49ce4048fdd708807803c977ed3e164708dbdff93,9a32f3eaadfd954582a72671fd52c03ff2685988962942399857fcefadfe2e0d,464bb9ca9aa286dfdbcf24fb207cd8b4526661abf0f88ea4be9c017bbd76cb8f
synthea,14,114,handle-only-drop-residual,patient_or_user_auprc,0.25276749043212166,0.0,,0.2668752339244584,787,1725,0.4080078125,0.4080078125,0.0,0.0,0.274830157160759,9.214933748786253,4.0,1e-05,,862cf90845490d44b59e7bc9a4fbaa7d5e8677881c05f78d31ac606c5b96cdef,9a32f3eaadfd954582a72671fd52c03ff2685988962942399857fcefadfe2e0d,464bb9ca9aa286dfdbcf24fb207cd8b4526661abf0f88ea4be9c017bbd76cb8f
synthea,14,114,unitscope-lambda-sweep,patient_or_user_auprc,0.2510491324631347,0.1732909629430119,1.0,0.26627081498770244,787,1725,1.0,0.4080078125,0.5919921875,0.9999999952316284,0.7115329122543335,9.214933748786253,4.0,1e-05,,caab76cb18e67465b4005fd8f5b8d117c924fe8f8c88bf75b72f3733cad1016e,9a32f3eaadfd954582a72671fd52c03ff2685988962942399857fcefadfe2e0d,464bb9ca9aa286dfdbcf24fb207cd8b4526661abf0f88ea4be9c017bbd76cb8f
synthea,15,115,unitscope-lambda-sweep,patient_or_user_auprc,0.2627871099329052,0.18383374126091362,1.0,0.2424563530821044,728,1448,1.0,0.3881640625,0.6118359375,0.9999999976158143,0.7255620813369751,9.214933748786253,4.0,1e-05,,1bc4b0de61c3c7c3238d57a689d2fed3e1d035c5d76ee687db11e7367b85a8a2,0a89489df2aa784b0d27773447e6e2fec7b467fb2f05839440b6aada975d1206,c0c939ba46319bcce7af2e13f268a832f737173100494997b8409fc2605376d4
synthea,15,115,naive-recalibrated-2c,patient_or_user_auprc,0.25276993695160016,0.5273502294428493,0.7485355050721532,0.21337670412579107,728,1448,1.0,0.3881640625,0.6118359375,0.7494469499588012,0.5623099634051323,9.214933748786253,4.0,1e-05,,2d49195106501c5a66d4284f17f50b40d56a2f2a3c8815b483a3095eeaf0fba2,0a89489df2aa784b0d27773447e6e2fec7b467fb2f05839440b6aada975d1206,c0c939ba46319bcce7af2e13f268a832f737173100494997b8409fc2605376d4
synthea,15,115,handle-only-drop-residual,patient_or_user_auprc,0.26774772606319885,0.0,,0.2450736332734944,728,1448,0.3881640625,0.3881640625,0.0,0.0,0.28622606962919234,9.214933748786253,4.0,1e-05,,8a870f8e1535ff2886472eb5a9032539a92babd20f25fc028913879f45c11069,0a89489df2aa784b0d27773447e6e2fec7b467fb2f05839440b6aada975d1206,c0c939ba46319bcce7af2e13f268a832f737173100494997b8409fc2605376d4
synthea,15,115,stable-local-fallback,patient_or_user_auprc,0.19925998087351154,1.0,0.5806822706959869,0.18983591310117437,728,1448,1.0,0.0,1.0,0.5819757348299026,0.5819757348299026,9.214933748786253,4.0,1e-05,,a435e4dd90b4349f73732e55adb882012c64cd11d5d6887551ae91273b115737,0a89489df2aa784b0d27773447e6e2fec7b467fb2f05839440b6aada975d1206,c0c939ba46319bcce7af2e13f268a832f737173100494997b8409fc2605376d4
synthea,16,116,naive-recalibrated-2c,patient_or_user_auprc,0.25558790448414337,0.5602458574989752,0.8673328988340937,0.2340315738913564,764,1618,1.0,0.404609375,0.595390625,0.8672441589832306,0.6258224940299988,9.214933748786253,4.0,1e-05,,502ac4d97e28893aa1ec938ced40b4462e093609bdc6a0aafa4344381d167ffe,366f9f2dbf9de7924ea7a6202a5889768a6e3b8b827a80573f44fafa229745e1,dc07f09735b9cabbf9aeceffb2ae6b64e9e364756bbb87398fb2be24d49cbf84
synthea,16,116,handle-only-drop-residual,patient_or_user_auprc,0.2637668454891209,0.0,,0.2224280697152674,764,1618,0.404609375,0.404609375,0.0,0.0,0.2734829324483872,9.214933748786253,4.0,1e-05,,b8169d374e424219a9d250897582c835f92fe7ef0ce7536b51f60bdf0486f849,366f9f2dbf9de7924ea7a6202a5889768a6e3b8b827a80573f44fafa229745e1,dc07f09735b9cabbf9aeceffb2ae6b64e9e364756bbb87398fb2be24d49cbf84
synthea,16,116,stable-local-fallback,patient_or_user_auprc,0.21283384941317868,1.0,0.568994217627475,0.1844518695860506,764,1618,1.0,0.0,1.0,0.5683924630284309,0.5683924630284309,9.214933748786253,4.0,1e-05,,b9c1ff35d55b9f5cc43155f1f02d103e0746968288e344d25b0a5fc4d5eeff01,366f9f2dbf9de7924ea7a6202a5889768a6e3b8b827a80573f44fafa229745e1,dc07f09735b9cabbf9aeceffb2ae6b64e9e364756bbb87398fb2be24d49cbf84
synthea,16,116,unitscope-lambda-sweep,patient_or_user_auprc,0.26177069525360874,0.19123087061619184,1.0,0.2214816457108071,764,1618,1.0,0.404609375,0.595390625,0.9999999988079071,0.711223315000534,9.214933748786253,4.0,1e-05,,e3ec60dfe4a304e79c36109865b6d43f7c583bdc3a661d616e9008bc2b74d146,366f9f2dbf9de7924ea7a6202a5889768a6e3b8b827a80573f44fafa229745e1,dc07f09735b9cabbf9aeceffb2ae6b64e9e364756bbb87398fb2be24d49cbf84
synthea,17,117,naive-recalibrated-2c,patient_or_user_auprc,0.31319379325863633,0.4755927445820008,0.7120770128354725,0.30943404290244864,776,1643,1.0,0.400234375,0.599765625,0.7135801315307617,0.5457143986225128,9.214933748786253,4.0,1e-05,,61a4c69ef3aa18cc39d303a8a3359a924febf4cd132a33c00295b873d4389083,7d7566f66c9a38029be9286ca24f38c81517a3f8184f457c4043295b73f93072,c6c5409ac1e5aa4d0aedf1b85ab41eabf2beec4270da79d6ee7427fd2572709a
synthea,17,117,stable-local-fallback,patient_or_user_auprc,0.23724847774880956,1.0,0.5691446842525979,0.2548921906967146,776,1643,1.0,0.0,1.0,0.5704743239283562,0.5704743239283562,9.214933748786253,4.0,1e-05,,800c6334a93968305a1b55561d408c18032fa8d349d1b86bc50397e6ab28636f,7d7566f66c9a38029be9286ca24f38c81517a3f8184f457c4043295b73f93072,c6c5409ac1e5aa4d0aedf1b85ab41eabf2beec4270da79d6ee7427fd2572709a
synthea,17,117,handle-only-drop-residual,patient_or_user_auprc,0.30026158750895793,0.0,,0.30248064498556304,776,1643,0.400234375,0.400234375,0.0,0.0,0.3043420523405075,9.214933748786253,4.0,1e-05,,de0016a956890593f137fb6856f2f31d477fcddcd4b6357e909049c26e433b9c,7d7566f66c9a38029be9286ca24f38c81517a3f8184f457c4043295b73f93072,c6c5409ac1e5aa4d0aedf1b85ab41eabf2beec4270da79d6ee7427fd2572709a
synthea,17,117,unitscope-lambda-sweep,patient_or_user_auprc,0.3005818255637043,0.18335330909324463,1.0,0.30445096933609905,776,1643,1.0,0.400234375,0.599765625,0.9999999976158143,0.7275438535213471,9.214933748786253,4.0,1e-05,,fdb004873c12bf9e5ed2e234eb3c5693c4534e5bccf34360fb1f882fe3157036,7d7566f66c9a38029be9286ca24f38c81517a3f8184f457c4043295b73f93072,c6c5409ac1e5aa4d0aedf1b85ab41eabf2beec4270da79d6ee7427fd2572709a
synthea,18,118,handle-only-drop-residual,patient_or_user_auprc,0.2503798535848558,0.0,,0.23694676361356595,756,1796,0.4096484375,0.4096484375,0.0,0.0,0.2697389084100723,9.214933748786253,4.0,1e-05,,1d9c21ddc5a316f3c5d5ae561e394a705185f27c90c1557e8b449a8898ea17a9,693ba9af215fdfc121344e49ae341f3e298b1c0f83f25a5cb8db1da499ac5678,f8da0327d74111a2afc67dc4ad0b95f0a653e41131dc75c7e053e8d78f601041
synthea,18,118,unitscope-lambda-sweep,patient_or_user_auprc,0.2494560040276432,0.19521440999790943,1.0,0.23739003035768058,756,1796,1.0,0.4096484375,0.5903515625,0.9999999964237213,0.7130245888233184,9.214933748786253,4.0,1e-05,,7e16183d9b64e7723966a3db2016dd1459f436b68be89776a176bf734cd2ff04,693ba9af215fdfc121344e49ae341f3e298b1c0f83f25a5cb8db1da499ac5678,f8da0327d74111a2afc67dc4ad0b95f0a653e41131dc75c7e053e8d78f601041
synthea,18,118,stable-local-fallback,patient_or_user_auprc,0.23956055563456213,1.0,0.5502346182519844,0.2275847661819011,756,1796,1.0,0.0,1.0,0.5503459545969963,0.5503459545969963,9.214933748786253,4.0,1e-05,,9595cbf479e63e75695c6e98f2cbfd57273aad004757700df54e866c4f58c065,693ba9af215fdfc121344e49ae341f3e298b1c0f83f25a5cb8db1da499ac5678,f8da0327d74111a2afc67dc4ad0b95f0a653e41131dc75c7e053e8d78f601041
synthea,18,118,naive-recalibrated-2c,patient_or_user_auprc,0.26198409912460935,0.4957639205855383,0.7393463864094443,0.24598835933329266,756,1796,1.0,0.4096484375,0.5903515625,0.7398776668310165,0.5495532989501953,9.214933748786253,4.0,1e-05,,f0b0be399bacb71e1e54097eeab4d56738eb571ffff0e58ff6992262004e92b3,693ba9af215fdfc121344e49ae341f3e298b1c0f83f25a5cb8db1da499ac5678,f8da0327d74111a2afc67dc4ad0b95f0a653e41131dc75c7e053e8d78f601041
synthea,19,119,handle-only-drop-residual,patient_or_user_auprc,0.22568974421732368,0.0,,0.20938064163444844,772,1770,0.416953125,0.416953125,0.0,0.0,0.2554010984301567,9.214933748786253,4.0,1e-05,,60ee8e5ae501d3187dbf5de698c5b9fab45ba6c8378674d4db33d1da286d5171,48d80fc358de3f352af6fdf6a5b65ac5b7e91514aa6c78669b86c483e8e2a26b,fc73f04ff85069e056748d9e63212d0a03869f2fbce442552825f135070e2f09
synthea,19,119,stable-local-fallback,patient_or_user_auprc,0.21079899966170804,1.0,0.5076481425939414,0.19833057037936946,772,1770,1.0,0.0,1.0,0.5070382392406464,0.5070382392406464,9.214933748786253,4.0,1e-05,,6e1ab52fce46236fceb591dd355aacee33c340f34db9467ca72016f1499687c3,48d80fc358de3f352af6fdf6a5b65ac5b7e91514aa6c78669b86c483e8e2a26b,fc73f04ff85069e056748d9e63212d0a03869f2fbce442552825f135070e2f09
synthea,19,119,naive-recalibrated-2c,patient_or_user_auprc,0.24446704810199593,0.5292208730711522,0.7667935914936418,0.21459673645950672,772,1770,1.0,0.416953125,0.583046875,0.766773893237114,0.554678144454956,9.214933748786253,4.0,1e-05,,7ac6ef1557aae5ec253ebf323887f006b8cfa47fc10724cb10b6e7e404f1eab3,48d80fc358de3f352af6fdf6a5b65ac5b7e91514aa6c78669b86c483e8e2a26b,fc73f04ff85069e056748d9e63212d0a03869f2fbce442552825f135070e2f09
synthea,19,119,unitscope-lambda-sweep,patient_or_user_auprc,0.22153726727224393,0.20637225366400525,1.0,0.20660272745369984,772,1770,1.0,0.416953125,0.583046875,0.9999999964237213,0.6980854463577271,9.214933748786253,4.0,1e-05,,a4ff43526898ed582bd9ccadba8913122aaf8e133122eec684770a3313a81082,48d80fc358de3f352af6fdf6a5b65ac5b7e91514aa6c78669b86c483e8e2a26b,fc73f04ff85069e056748d9e63212d0a03869f2fbce442552825f135070e2f09
